[2026-02-27 18:52:34] PURPLE_TRANS | E: 48.17x | D_ENDUR: 8.00019269
[2026-02-28 06:48:01] STABLE_SYNC | E: 39.68x | D_ENDUR: 13.40309311
[2026-02-28 06:48:03] STABLE_SYNC | E: 41.22x | D_ENDUR: 13.40309311
[2026-02-28 06:48:04] STABLE_SYNC | E: 39.67x | D_ENDUR: 13.40309311
[2026-02-28 06:48:05] PURPLE_TRANS | E: 46.64x | D_ENDUR: 13.40327967
[2026-02-28 06:48:06] STABLE_SYNC | E: 39.18x | D_ENDUR: 13.40327967
[2026-02-28 06:48:07] PURPLE_TRANS | E: 48.30x | D_ENDUR: 13.40347289
[2026-02-28 06:48:08] PURPLE_TRANS | E: 48.04x | D_ENDUR: 13.40366505
[2026-02-28 06:48:09] PURPLE_TRANS | E: 45.75x | D_ENDUR: 13.40384806
[2026-02-28 06:48:10] PURPLE_TRANS | E: 46.51x | D_ENDUR: 13.40403411
[2026-02-28 06:48:11] STABLE_SYNC | E: 40.17x | D_ENDUR: 13.40403411
[2026-02-28 06:48:12] PURPLE_TRANS | E: 45.94x | D_ENDUR: 13.40421786
[2026-02-28 06:48:13] PURPLE_TRANS | E: 46.67x | D_ENDUR: 13.40440454
[2026-02-28 06:48:14] STABLE_SYNC | E: 41.04x | D_ENDUR: 13.40440454
[2026-02-28 06:48:15] PURPLE_TRANS | E: 49.21x | D_ENDUR: 13.40460140
[2026-02-28 06:48:16] STABLE_SYNC | E: 39.06x | D_ENDUR: 13.40460140
[2026-02-28 06:48:17] PURPLE_TRANS | E: 48.54x | D_ENDUR: 13.40479556
[2026-02-28 06:48:18] PURPLE_TRANS | E: 45.79x | D_ENDUR: 13.40497874
[2026-02-28 06:48:19] PURPLE_TRANS | E: 44.20x | D_ENDUR: 13.40515555
[2026-02-28 06:48:20] PURPLE_TRANS | E: 46.89x | D_ENDUR: 13.40534310
[2026-02-28 06:48:21] PURPLE_TRANS | E: 47.68x | D_ENDUR: 13.40553383
[2026-02-28 06:48:22] PURPLE_TRANS | E: 42.24x | D_ENDUR: 13.40570278
[2026-02-28 06:48:23] PURPLE_TRANS | E: 44.78x | D_ENDUR: 13.40588189
[2026-02-28 06:48:24] STABLE_SYNC | E: 41.16x | D_ENDUR: 13.40588189
[2026-02-28 06:48:25] PURPLE_TRANS | E: 47.83x | D_ENDUR: 13.40607320
[2026-02-28 06:48:26] PURPLE_TRANS | E: 42.99x | D_ENDUR: 13.40624515
[2026-02-28 06:48:27] PURPLE_TRANS | E: 48.62x | D_ENDUR: 13.40643963
[2026-02-28 06:48:28] STABLE_SYNC | E: 39.30x | D_ENDUR: 13.40643963
[2026-02-28 06:48:29] PURPLE_TRANS | E: 42.27x | D_ENDUR: 13.40660870
[2026-02-28 06:48:30] PURPLE_TRANS | E: 47.09x | D_ENDUR: 13.40679705
[2026-02-28 06:48:31] PURPLE_TRANS | E: 48.27x | D_ENDUR: 13.40699012
[2026-02-28 06:48:32] STABLE_SYNC | E: 41.30x | D_ENDUR: 13.40699012
[2026-02-28 06:48:33] PURPLE_TRANS | E: 45.08x | D_ENDUR: 13.40717042
[2026-02-28 06:48:34] PURPLE_TRANS | E: 48.99x | D_ENDUR: 13.40736638
[2026-02-28 06:48:35] PURPLE_TRANS | E: 42.55x | D_ENDUR: 13.40753656
[2026-02-28 06:48:36] STABLE_SYNC | E: 40.94x | D_ENDUR: 13.40753656
[2026-02-28 06:48:37] PURPLE_TRANS | E: 48.95x | D_ENDUR: 13.40773238
[2026-02-28 06:48:38] PURPLE_TRANS | E: 48.28x | D_ENDUR: 13.40792550
[2026-02-28 06:48:40] PURPLE_TRANS | E: 45.42x | D_ENDUR: 13.40810718
[2026-02-28 06:48:41] PURPLE_TRANS | E: 47.68x | D_ENDUR: 13.40829790
[2026-02-28 06:48:42] STABLE_SYNC | E: 39.49x | D_ENDUR: 13.40829790
[2026-02-28 06:48:43] STABLE_SYNC | E: 40.57x | D_ENDUR: 13.40829790
[2026-02-28 06:48:44] PURPLE_TRANS | E: 42.39x | D_ENDUR: 13.40846747
[2026-02-28 06:48:45] PURPLE_TRANS | E: 45.64x | D_ENDUR: 13.40865004
[2026-02-28 06:48:46] PURPLE_TRANS | E: 43.04x | D_ENDUR: 13.40882221
[2026-02-28 06:48:47] PURPLE_TRANS | E: 48.37x | D_ENDUR: 13.40901569
[2026-02-28 06:48:48] PURPLE_TRANS | E: 48.89x | D_ENDUR: 13.40921124
[2026-02-28 06:48:49] PURPLE_TRANS | E: 45.65x | D_ENDUR: 13.40939386
[2026-02-28 06:48:50] PURPLE_TRANS | E: 42.70x | D_ENDUR: 13.40956467
[2026-02-28 06:48:51] PURPLE_TRANS | E: 42.53x | D_ENDUR: 13.40973478
[2026-02-28 06:48:52] PURPLE_TRANS | E: 47.99x | D_ENDUR: 13.40992672
[2026-02-28 06:48:53] PURPLE_TRANS | E: 43.01x | D_ENDUR: 13.41009875
[2026-02-28 06:48:54] PURPLE_TRANS | E: 45.30x | D_ENDUR: 13.41027996
[2026-02-28 06:48:55] PURPLE_TRANS | E: 46.66x | D_ENDUR: 13.41046661
[2026-02-28 06:48:56] PURPLE_TRANS | E: 46.83x | D_ENDUR: 13.41065393
[2026-02-28 06:48:57] STABLE_SYNC | E: 40.37x | D_ENDUR: 13.41065393
[2026-02-28 06:48:58] PURPLE_TRANS | E: 43.81x | D_ENDUR: 13.41082917
[2026-02-28 06:48:59] PURPLE_TRANS | E: 42.62x | D_ENDUR: 13.41099965
[2026-02-28 06:49:00] PURPLE_TRANS | E: 45.67x | D_ENDUR: 13.41118234
[2026-02-28 06:49:01] PURPLE_TRANS | E: 44.55x | D_ENDUR: 13.41136054
[2026-02-28 06:49:02] STABLE_SYNC | E: 40.31x | D_ENDUR: 13.41136054
[2026-02-28 06:49:03] PURPLE_TRANS | E: 45.04x | D_ENDUR: 13.41154070
[2026-02-28 06:49:04] PURPLE_TRANS | E: 48.95x | D_ENDUR: 13.41173650
[2026-02-28 06:49:05] PURPLE_TRANS | E: 48.28x | D_ENDUR: 13.41192962
[2026-02-28 06:49:06] PURPLE_TRANS | E: 44.91x | D_ENDUR: 13.41210927
[2026-02-28 06:49:07] STABLE_SYNC | E: 39.97x | D_ENDUR: 13.41210927
[2026-02-28 06:49:08] PURPLE_TRANS | E: 45.51x | D_ENDUR: 13.41229132
[2026-02-28 06:49:09] PURPLE_TRANS | E: 45.77x | D_ENDUR: 13.41247440
[2026-02-28 06:49:11] PURPLE_TRANS | E: 44.28x | D_ENDUR: 13.41265152
[2026-02-28 06:49:12] PURPLE_TRANS | E: 47.55x | D_ENDUR: 13.41284174
[2026-02-28 06:49:13] PURPLE_TRANS | E: 46.85x | D_ENDUR: 13.41302915
[2026-02-28 06:49:14] STABLE_SYNC | E: 40.36x | D_ENDUR: 13.41302915
[2026-02-28 06:49:15] STABLE_SYNC | E: 39.58x | D_ENDUR: 13.41302915
[2026-02-28 06:49:16] STABLE_SYNC | E: 41.13x | D_ENDUR: 13.41302915
[2026-02-28 06:49:17] STABLE_SYNC | E: 41.06x | D_ENDUR: 13.41302915
[2026-02-28 06:49:18] STABLE_SYNC | E: 39.05x | D_ENDUR: 13.41302915
[2026-02-28 06:49:19] PURPLE_TRANS | E: 48.24x | D_ENDUR: 13.41322209
[2026-02-28 06:49:20] PURPLE_TRANS | E: 44.64x | D_ENDUR: 13.41340064
[2026-02-28 06:49:21] PURPLE_TRANS | E: 48.56x | D_ENDUR: 13.41359488
[2026-02-28 06:49:22] PURPLE_TRANS | E: 47.08x | D_ENDUR: 13.41378319
[2026-02-28 06:49:23] PURPLE_TRANS | E: 43.35x | D_ENDUR: 13.41395659
[2026-02-28 06:49:24] STABLE_SYNC | E: 39.98x | D_ENDUR: 13.41395659
[2026-02-28 06:49:25] PURPLE_TRANS | E: 42.45x | D_ENDUR: 13.41412640
[2026-02-28 06:49:26] PURPLE_TRANS | E: 44.42x | D_ENDUR: 13.41430408
[2026-02-28 06:49:27] PURPLE_TRANS | E: 42.62x | D_ENDUR: 13.41447457
[2026-02-28 06:49:28] PURPLE_TRANS | E: 43.84x | D_ENDUR: 13.41464994
[2026-02-28 06:49:29] PURPLE_TRANS | E: 45.38x | D_ENDUR: 13.41483144
[2026-02-28 06:49:30] PURPLE_TRANS | E: 42.10x | D_ENDUR: 13.41499983
[2026-02-28 06:49:31] PURPLE_TRANS | E: 45.73x | D_ENDUR: 13.41518274
[2026-02-28 06:49:32] PURPLE_TRANS | E: 44.48x | D_ENDUR: 13.41536065
[2026-02-28 06:49:33] STABLE_SYNC | E: 39.35x | D_ENDUR: 13.41536065
[2026-02-28 06:49:34] PURPLE_TRANS | E: 45.52x | D_ENDUR: 13.41554273
[2026-02-28 06:49:35] PURPLE_TRANS | E: 45.20x | D_ENDUR: 13.41572354
[2026-02-28 06:49:36] PURPLE_TRANS | E: 48.99x | D_ENDUR: 13.41591950
[2026-02-28 06:49:37] STABLE_SYNC | E: 39.44x | D_ENDUR: 13.41591950
[2026-02-28 06:49:38] PURPLE_TRANS | E: 46.05x | D_ENDUR: 13.41610371
[2026-02-28 06:49:39] PURPLE_TRANS | E: 43.63x | D_ENDUR: 13.41627823
[2026-02-28 06:49:40] PURPLE_TRANS | E: 47.43x | D_ENDUR: 13.41646794
[2026-02-28 06:49:41] PURPLE_TRANS | E: 42.11x | D_ENDUR: 13.41663636
[2026-02-28 06:49:42] PURPLE_TRANS | E: 46.38x | D_ENDUR: 13.41682187
[2026-02-28 06:49:44] STABLE_SYNC | E: 40.83x | D_ENDUR: 13.41682187
[2026-02-28 06:49:45] PURPLE_TRANS | E: 44.96x | D_ENDUR: 13.41700173
[2026-02-28 06:49:46] PURPLE_TRANS | E: 44.60x | D_ENDUR: 13.41718013
[2026-02-28 06:49:47] PURPLE_TRANS | E: 45.41x | D_ENDUR: 13.41736176
[2026-02-28 06:49:48] STABLE_SYNC | E: 41.77x | D_ENDUR: 13.41736176
[2026-02-28 06:49:49] PURPLE_TRANS | E: 42.10x | D_ENDUR: 13.41753017
[2026-02-28 06:49:50] PURPLE_TRANS | E: 43.18x | D_ENDUR: 13.41770290
[2026-02-28 06:49:51] PURPLE_TRANS | E: 42.57x | D_ENDUR: 13.41787320
[2026-02-28 06:49:52] PURPLE_TRANS | E: 44.60x | D_ENDUR: 13.41805161
[2026-02-28 06:49:53] STABLE_SYNC | E: 39.34x | D_ENDUR: 13.41805161
[2026-02-28 06:49:54] STABLE_SYNC | E: 40.70x | D_ENDUR: 13.41805161
[2026-02-28 06:49:55] STABLE_SYNC | E: 41.99x | D_ENDUR: 13.41805161
[2026-02-28 06:49:56] PURPLE_TRANS | E: 47.53x | D_ENDUR: 13.41824173
[2026-02-28 06:49:57] STABLE_SYNC | E: 39.77x | D_ENDUR: 13.41824173
[2026-02-28 06:49:58] PURPLE_TRANS | E: 49.12x | D_ENDUR: 13.41843823
[2026-02-28 06:49:59] PURPLE_TRANS | E: 48.63x | D_ENDUR: 13.41863274
[2026-02-28 06:50:00] PURPLE_TRANS | E: 47.91x | D_ENDUR: 13.41882438
[2026-02-28 06:50:01] STABLE_SYNC | E: 39.74x | D_ENDUR: 13.41882438
[2026-02-28 06:50:02] PURPLE_TRANS | E: 47.09x | D_ENDUR: 13.41901276
[2026-02-28 06:50:03] PURPLE_TRANS | E: 44.73x | D_ENDUR: 13.41919169
[2026-02-28 06:50:04] PURPLE_TRANS | E: 48.98x | D_ENDUR: 13.41938759
[2026-02-28 06:50:05] PURPLE_TRANS | E: 46.21x | D_ENDUR: 13.41957244
[2026-02-28 06:50:06] STABLE_SYNC | E: 40.25x | D_ENDUR: 13.41957244
[2026-02-28 06:50:07] PURPLE_TRANS | E: 42.33x | D_ENDUR: 13.41974177
[2026-02-28 06:50:08] STABLE_SYNC | E: 41.54x | D_ENDUR: 13.41974177
[2026-02-28 06:50:09] STABLE_SYNC | E: 40.96x | D_ENDUR: 13.41974177
[2026-02-28 06:50:10] PURPLE_TRANS | E: 49.40x | D_ENDUR: 13.41993938
[2026-02-28 06:50:11] STABLE_SYNC | E: 40.56x | D_ENDUR: 13.41993938
[2026-02-28 06:50:12] STABLE_SYNC | E: 41.62x | D_ENDUR: 13.41993938
[2026-02-28 06:50:13] STABLE_SYNC | E: 40.78x | D_ENDUR: 13.41993938
[2026-02-28 06:50:14] PURPLE_TRANS | E: 49.42x | D_ENDUR: 13.42013708
[2026-02-28 06:50:15] PURPLE_TRANS | E: 48.05x | D_ENDUR: 13.42032929
[2026-02-28 06:50:17] PURPLE_TRANS | E: 47.92x | D_ENDUR: 13.42052099
[2026-02-28 06:50:18] PURPLE_TRANS | E: 48.40x | D_ENDUR: 13.42071460
[2026-02-28 06:50:19] PURPLE_TRANS | E: 42.84x | D_ENDUR: 13.42088594
[2026-02-28 06:50:20] STABLE_SYNC | E: 41.39x | D_ENDUR: 13.42088594
[2026-02-28 06:50:21] PURPLE_TRANS | E: 46.20x | D_ENDUR: 13.42107074
[2026-02-28 06:50:22] PURPLE_TRANS | E: 46.37x | D_ENDUR: 13.42125621
[2026-02-28 06:50:23] PURPLE_TRANS | E: 42.09x | D_ENDUR: 13.42142455
[2026-02-28 06:50:24] PURPLE_TRANS | E: 48.10x | D_ENDUR: 13.42161696
[2026-02-28 06:50:25] PURPLE_TRANS | E: 43.13x | D_ENDUR: 13.42178950
[2026-02-28 06:50:26] PURPLE_TRANS | E: 47.48x | D_ENDUR: 13.42197942
[2026-02-28 06:50:27] STABLE_SYNC | E: 40.16x | D_ENDUR: 13.42197942
[2026-02-28 06:50:28] PURPLE_TRANS | E: 46.25x | D_ENDUR: 13.42216441
[2026-02-28 06:50:29] STABLE_SYNC | E: 40.43x | D_ENDUR: 13.42216441
[2026-02-28 06:50:30] STABLE_SYNC | E: 40.75x | D_ENDUR: 13.42216441
[2026-02-28 06:50:31] PURPLE_TRANS | E: 42.07x | D_ENDUR: 13.42233269
[2026-02-28 06:50:32] STABLE_SYNC | E: 40.34x | D_ENDUR: 13.42233269
[2026-02-28 06:50:33] PURPLE_TRANS | E: 44.87x | D_ENDUR: 13.42251219
[2026-02-28 06:50:34] PURPLE_TRANS | E: 44.96x | D_ENDUR: 13.42269204
[2026-02-28 06:50:35] PURPLE_TRANS | E: 42.40x | D_ENDUR: 13.42286166
[2026-02-28 06:50:36] STABLE_SYNC | E: 41.34x | D_ENDUR: 13.42286166
[2026-02-28 06:50:37] STABLE_SYNC | E: 41.74x | D_ENDUR: 13.42286166
[2026-02-28 06:50:38] PURPLE_TRANS | E: 46.05x | D_ENDUR: 13.42304584
[2026-02-28 06:50:39] PURPLE_TRANS | E: 47.49x | D_ENDUR: 13.42323581
[2026-02-28 06:50:40] PURPLE_TRANS | E: 48.57x | D_ENDUR: 13.42343009
[2026-02-28 06:50:41] STABLE_SYNC | E: 40.52x | D_ENDUR: 13.42343009
[2026-02-28 06:50:42] STABLE_SYNC | E: 41.61x | D_ENDUR: 13.42343009
[2026-02-28 06:50:43] STABLE_SYNC | E: 41.95x | D_ENDUR: 13.42343009
[2026-02-28 06:50:44] PURPLE_TRANS | E: 47.59x | D_ENDUR: 13.42362045
[2026-02-28 06:50:45] STABLE_SYNC | E: 41.54x | D_ENDUR: 13.42362045
[2026-02-28 06:50:46] PURPLE_TRANS | E: 45.32x | D_ENDUR: 13.42380175
[2026-02-28 06:50:47] PURPLE_TRANS | E: 44.32x | D_ENDUR: 13.42397902
[2026-02-28 06:50:48] STABLE_SYNC | E: 40.40x | D_ENDUR: 13.42397902
[2026-02-28 06:50:49] PURPLE_TRANS | E: 44.57x | D_ENDUR: 13.42415729
[2026-02-28 06:50:51] PURPLE_TRANS | E: 44.09x | D_ENDUR: 13.42433364
[2026-02-28 06:50:52] PURPLE_TRANS | E: 44.03x | D_ENDUR: 13.42450975
[2026-02-28 06:50:53] PURPLE_TRANS | E: 42.00x | D_ENDUR: 13.42467775
[2026-02-28 06:50:54] PURPLE_TRANS | E: 44.50x | D_ENDUR: 13.42485573
[2026-02-28 06:50:55] PURPLE_TRANS | E: 49.04x | D_ENDUR: 13.42505188
[2026-02-28 06:50:56] PURPLE_TRANS | E: 45.53x | D_ENDUR: 13.42523399
[2026-02-28 06:50:57] PURPLE_TRANS | E: 42.82x | D_ENDUR: 13.42540527
[2026-02-28 06:50:58] PURPLE_TRANS | E: 44.46x | D_ENDUR: 13.42558309
[2026-02-28 06:50:59] STABLE_SYNC | E: 41.23x | D_ENDUR: 13.42558309
[2026-02-28 06:51:00] STABLE_SYNC | E: 40.50x | D_ENDUR: 13.42558309
[2026-02-28 06:51:01] PURPLE_TRANS | E: 47.27x | D_ENDUR: 13.42577216
[2026-02-28 06:51:02] PURPLE_TRANS | E: 46.25x | D_ENDUR: 13.42595716
[2026-02-28 06:51:03] PURPLE_TRANS | E: 49.13x | D_ENDUR: 13.42615367
[2026-02-28 06:51:04] PURPLE_TRANS | E: 43.04x | D_ENDUR: 13.42632582
[2026-02-28 06:51:05] PURPLE_TRANS | E: 44.88x | D_ENDUR: 13.42650532
[2026-02-28 06:51:06] PURPLE_TRANS | E: 43.61x | D_ENDUR: 13.42667977
[2026-02-28 06:51:07] STABLE_SYNC | E: 40.83x | D_ENDUR: 13.42667977
[2026-02-28 06:51:08] PURPLE_TRANS | E: 43.06x | D_ENDUR: 13.42685202
[2026-02-28 06:51:09] PURPLE_TRANS | E: 43.11x | D_ENDUR: 13.42702446
[2026-02-28 06:51:10] PURPLE_TRANS | E: 43.48x | D_ENDUR: 13.42719837
[2026-02-28 06:51:11] PURPLE_TRANS | E: 46.20x | D_ENDUR: 13.42738319
[2026-02-28 06:51:12] PURPLE_TRANS | E: 45.94x | D_ENDUR: 13.42756693
[2026-02-28 06:51:13] PURPLE_TRANS | E: 43.45x | D_ENDUR: 13.42774073
[2026-02-28 06:51:14] PURPLE_TRANS | E: 46.91x | D_ENDUR: 13.42792835
[2026-02-28 06:51:15] PURPLE_TRANS | E: 48.12x | D_ENDUR: 13.42812084
[2026-02-28 06:51:16] STABLE_SYNC | E: 39.07x | D_ENDUR: 13.42812084
[2026-02-28 06:51:17] PURPLE_TRANS | E: 42.79x | D_ENDUR: 13.42829199
[2026-02-28 06:51:18] PURPLE_TRANS | E: 48.51x | D_ENDUR: 13.42848604
[2026-02-28 06:51:19] PURPLE_TRANS | E: 48.58x | D_ENDUR: 13.42868036
[2026-02-28 06:51:20] PURPLE_TRANS | E: 45.04x | D_ENDUR: 13.42886052
[2026-02-28 06:51:21] PURPLE_TRANS | E: 48.01x | D_ENDUR: 13.42905254
[2026-02-28 06:51:23] PURPLE_TRANS | E: 48.42x | D_ENDUR: 13.42924624
[2026-02-28 06:51:24] PURPLE_TRANS | E: 47.67x | D_ENDUR: 13.42943691
[2026-02-28 06:51:25] PURPLE_TRANS | E: 45.92x | D_ENDUR: 13.42962058
[2026-02-28 06:51:26] STABLE_SYNC | E: 41.09x | D_ENDUR: 13.42962058
[2026-02-28 06:51:27] PURPLE_TRANS | E: 42.92x | D_ENDUR: 13.42979226
[2026-02-28 06:51:28] PURPLE_TRANS | E: 47.33x | D_ENDUR: 13.42998159
[2026-02-28 06:51:29] PURPLE_TRANS | E: 46.80x | D_ENDUR: 13.43016878
[2026-02-28 06:51:30] PURPLE_TRANS | E: 49.03x | D_ENDUR: 13.43036490
[2026-02-28 06:51:31] STABLE_SYNC | E: 39.36x | D_ENDUR: 13.43036490
[2026-02-28 06:51:32] STABLE_SYNC | E: 41.59x | D_ENDUR: 13.43036490
[2026-02-28 06:51:33] STABLE_SYNC | E: 41.87x | D_ENDUR: 13.43036490
[2026-02-28 06:51:34] PURPLE_TRANS | E: 45.91x | D_ENDUR: 13.43054854
[2026-02-28 06:51:35] STABLE_SYNC | E: 41.02x | D_ENDUR: 13.43054854
[2026-02-28 06:51:36] PURPLE_TRANS | E: 43.68x | D_ENDUR: 13.43072324
[2026-02-28 06:51:37] STABLE_SYNC | E: 40.86x | D_ENDUR: 13.43072324
[2026-02-28 06:51:38] PURPLE_TRANS | E: 48.49x | D_ENDUR: 13.43091722
[2026-02-28 06:51:39] STABLE_SYNC | E: 39.80x | D_ENDUR: 13.43091722
[2026-02-28 06:51:40] PURPLE_TRANS | E: 46.03x | D_ENDUR: 13.43110136
[2026-02-28 06:51:41] PURPLE_TRANS | E: 43.19x | D_ENDUR: 13.43127413
[2026-02-28 06:51:42] PURPLE_TRANS | E: 42.59x | D_ENDUR: 13.43144450
[2026-02-28 06:51:43] PURPLE_TRANS | E: 46.22x | D_ENDUR: 13.43162937
[2026-02-28 06:51:44] STABLE_SYNC | E: 41.82x | D_ENDUR: 13.43162937
[2026-02-28 06:51:45] PURPLE_TRANS | E: 43.52x | D_ENDUR: 13.43180345
[2026-02-28 06:51:46] PURPLE_TRANS | E: 43.43x | D_ENDUR: 13.43197716
[2026-02-28 06:51:47] PURPLE_TRANS | E: 48.82x | D_ENDUR: 13.43217243
[2026-02-28 06:51:48] PURPLE_TRANS | E: 49.19x | D_ENDUR: 13.43236917
[2026-02-28 06:51:49] STABLE_SYNC | E: 41.44x | D_ENDUR: 13.43236917
[2026-02-28 06:51:50] PURPLE_TRANS | E: 47.41x | D_ENDUR: 13.43255882
[2026-02-28 06:51:51] STABLE_SYNC | E: 39.91x | D_ENDUR: 13.43255882
[2026-02-28 06:51:52] PURPLE_TRANS | E: 43.69x | D_ENDUR: 13.43273357
[2026-02-28 06:51:53] STABLE_SYNC | E: 41.28x | D_ENDUR: 13.43273357
[2026-02-28 06:51:55] PURPLE_TRANS | E: 46.93x | D_ENDUR: 13.43292130
[2026-02-28 06:51:56] PURPLE_TRANS | E: 44.43x | D_ENDUR: 13.43309904
[2026-02-28 06:51:57] PURPLE_TRANS | E: 42.29x | D_ENDUR: 13.43326818
[2026-02-28 06:51:58] PURPLE_TRANS | E: 46.40x | D_ENDUR: 13.43345378
[2026-02-28 06:51:59] PURPLE_TRANS | E: 44.92x | D_ENDUR: 13.43363347
[2026-02-28 06:52:00] STABLE_SYNC | E: 39.31x | D_ENDUR: 13.43363347
[2026-02-28 06:52:01] PURPLE_TRANS | E: 49.24x | D_ENDUR: 13.43383042
[2026-02-28 06:52:02] STABLE_SYNC | E: 39.32x | D_ENDUR: 13.43383042
[2026-02-28 06:52:03] PURPLE_TRANS | E: 44.05x | D_ENDUR: 13.43400664
[2026-02-28 06:52:04] PURPLE_TRANS | E: 42.29x | D_ENDUR: 13.43417580
[2026-02-28 06:52:05] PURPLE_TRANS | E: 43.54x | D_ENDUR: 13.43434996
[2026-02-28 06:52:06] PURPLE_TRANS | E: 44.68x | D_ENDUR: 13.43452868
[2026-02-28 06:52:07] PURPLE_TRANS | E: 47.47x | D_ENDUR: 13.43471858
[2026-02-28 06:52:08] STABLE_SYNC | E: 41.35x | D_ENDUR: 13.43471858
[2026-02-28 06:52:09] PURPLE_TRANS | E: 43.48x | D_ENDUR: 13.43489252
[2026-02-28 06:52:10] STABLE_SYNC | E: 41.26x | D_ENDUR: 13.43489252
[2026-02-28 06:52:11] STABLE_SYNC | E: 41.25x | D_ENDUR: 13.43489252
[2026-02-28 06:52:12] PURPLE_TRANS | E: 48.33x | D_ENDUR: 13.43508585
[2026-02-28 06:52:13] PURPLE_TRANS | E: 48.08x | D_ENDUR: 13.43527817
[2026-02-28 06:52:14] PURPLE_TRANS | E: 42.96x | D_ENDUR: 13.43545000
[2026-02-28 06:52:15] STABLE_SYNC | E: 39.01x | D_ENDUR: 13.43545000
[2026-02-28 06:52:16] STABLE_SYNC | E: 40.08x | D_ENDUR: 13.43545000
[2026-02-28 06:52:17] PURPLE_TRANS | E: 47.52x | D_ENDUR: 13.43564007
[2026-02-28 06:52:18] PURPLE_TRANS | E: 48.60x | D_ENDUR: 13.43583447
[2026-02-28 06:52:19] PURPLE_TRANS | E: 42.76x | D_ENDUR: 13.43600550
[2026-02-28 06:52:20] PURPLE_TRANS | E: 42.74x | D_ENDUR: 13.43617646
[2026-02-28 06:52:21] STABLE_SYNC | E: 41.42x | D_ENDUR: 13.43617646
[2026-02-28 06:52:22] PURPLE_TRANS | E: 43.14x | D_ENDUR: 13.43634901
[2026-02-28 06:52:23] STABLE_SYNC | E: 41.06x | D_ENDUR: 13.43634901
[2026-02-28 06:52:24] PURPLE_TRANS | E: 46.94x | D_ENDUR: 13.43653677
[2026-02-28 06:52:25] PURPLE_TRANS | E: 47.23x | D_ENDUR: 13.43672570
[2026-02-28 06:52:27] STABLE_SYNC | E: 40.04x | D_ENDUR: 13.43672570
[2026-02-28 06:52:28] PURPLE_TRANS | E: 45.34x | D_ENDUR: 13.43690705
[2026-02-28 06:52:29] PURPLE_TRANS | E: 43.74x | D_ENDUR: 13.43708200
[2026-02-28 06:52:30] PURPLE_TRANS | E: 47.24x | D_ENDUR: 13.43727096
[2026-02-28 06:52:31] PURPLE_TRANS | E: 45.51x | D_ENDUR: 13.43745299
[2026-02-28 06:52:32] PURPLE_TRANS | E: 48.10x | D_ENDUR: 13.43764537
[2026-02-28 06:52:33] PURPLE_TRANS | E: 46.72x | D_ENDUR: 13.43783227
[2026-02-28 06:52:34] PURPLE_TRANS | E: 43.17x | D_ENDUR: 13.43800493
[2026-02-28 06:52:35] STABLE_SYNC | E: 41.14x | D_ENDUR: 13.43800493
[2026-02-28 06:52:36] PURPLE_TRANS | E: 46.85x | D_ENDUR: 13.43819234
[2026-02-28 06:52:37] STABLE_SYNC | E: 39.99x | D_ENDUR: 13.43819234
[2026-02-28 06:52:38] STABLE_SYNC | E: 40.09x | D_ENDUR: 13.43819234
[2026-02-28 06:52:39] PURPLE_TRANS | E: 48.42x | D_ENDUR: 13.43838603
[2026-02-28 06:52:40] PURPLE_TRANS | E: 43.61x | D_ENDUR: 13.43856048
[2026-02-28 06:52:41] PURPLE_TRANS | E: 48.16x | D_ENDUR: 13.43875313
[2026-02-28 06:52:42] PURPLE_TRANS | E: 47.19x | D_ENDUR: 13.43894190
[2026-02-28 06:52:43] PURPLE_TRANS | E: 48.72x | D_ENDUR: 13.43913677
[2026-02-28 06:52:44] PURPLE_TRANS | E: 49.33x | D_ENDUR: 13.43933408
[2026-02-28 06:52:45] PURPLE_TRANS | E: 44.06x | D_ENDUR: 13.43951031
[2026-02-28 06:52:46] PURPLE_TRANS | E: 44.55x | D_ENDUR: 13.43968852
[2026-02-28 06:52:47] PURPLE_TRANS | E: 43.41x | D_ENDUR: 13.43986216
[2026-02-28 06:52:48] STABLE_SYNC | E: 41.80x | D_ENDUR: 13.43986216
[2026-02-28 06:52:49] PURPLE_TRANS | E: 46.04x | D_ENDUR: 13.44004631
[2026-02-28 06:52:50] PURPLE_TRANS | E: 46.49x | D_ENDUR: 13.44023227
[2026-02-28 06:52:51] PURPLE_TRANS | E: 43.46x | D_ENDUR: 13.44040613
[2026-02-28 06:52:52] PURPLE_TRANS | E: 43.92x | D_ENDUR: 13.44058180
[2026-02-28 06:52:53] PURPLE_TRANS | E: 48.93x | D_ENDUR: 13.44077754
[2026-02-28 06:52:54] PURPLE_TRANS | E: 43.70x | D_ENDUR: 13.44095233
[2026-02-28 06:52:55] PURPLE_TRANS | E: 42.84x | D_ENDUR: 13.44112368
[2026-02-28 06:52:56] STABLE_SYNC | E: 40.47x | D_ENDUR: 13.44112368
[2026-02-28 06:52:57] STABLE_SYNC | E: 39.53x | D_ENDUR: 13.44112368
[2026-02-28 06:52:58] PURPLE_TRANS | E: 46.52x | D_ENDUR: 13.44130975
[2026-02-28 06:52:59] STABLE_SYNC | E: 39.14x | D_ENDUR: 13.44130975
[2026-02-28 06:53:01] STABLE_SYNC | E: 41.46x | D_ENDUR: 13.44130975
[2026-02-28 06:53:02] PURPLE_TRANS | E: 44.26x | D_ENDUR: 13.44148680
